run_id,key,value,step,timestamp
e88da3699b9b4d59b1fb64aea2b36c83,loss,2720052,26,1685299672921
e88da3699b9b4d59b1fb64aea2b36c83,loss,2719587.5,27,1685299689232
e88da3699b9b4d59b1fb64aea2b36c83,loss,2719120.25,28,1685299705531
e88da3699b9b4d59b1fb64aea2b36c83,loss,2718942,29,1685299723105
e88da3699b9b4d59b1fb64aea2b36c83,loss,2718297.5,30,1685299740649
e88da3699b9b4d59b1fb64aea2b36c83,loss,2717399.25,31,1685299758198
e88da3699b9b4d59b1fb64aea2b36c83,loss,2716489.25,32,1685299775942
e88da3699b9b4d59b1fb64aea2b36c83,loss,2714701,33,1685299793324
e88da3699b9b4d59b1fb64aea2b36c83,loss,2712453,34,1685299810963
e88da3699b9b4d59b1fb64aea2b36c83,loss,2710825.25,35,1685299828656
e88da3699b9b4d59b1fb64aea2b36c83,loss,2709459,36,1685299846398
e88da3699b9b4d59b1fb64aea2b36c83,loss,2709372.75,37,1685299864444
e88da3699b9b4d59b1fb64aea2b36c83,loss,2708026.25,38,1685299882772
e88da3699b9b4d59b1fb64aea2b36c83,loss,2707902.75,39,1685299899246
e88da3699b9b4d59b1fb64aea2b36c83,loss,2707322.5,40,1685299916913
e88da3699b9b4d59b1fb64aea2b36c83,loss,2707247,41,1685299934963
e88da3699b9b4d59b1fb64aea2b36c83,loss,2707095.75,42,1685299953422
e88da3699b9b4d59b1fb64aea2b36c83,loss,2706867.75,43,1685299972054
e88da3699b9b4d59b1fb64aea2b36c83,loss,2706494.25,44,1685299989232
e88da3699b9b4d59b1fb64aea2b36c83,loss,2706397.75,45,1685300005776
e88da3699b9b4d59b1fb64aea2b36c83,loss,2705915.75,46,1685300023726
e88da3699b9b4d59b1fb64aea2b36c83,loss,2705977.5,47,1685300040393
e88da3699b9b4d59b1fb64aea2b36c83,loss,2705681.25,48,1685300056872
e88da3699b9b4d59b1fb64aea2b36c83,loss,2704802.5,49,1685300073773
e88da3699b9b4d59b1fb64aea2b36c83,loss,2703590.25,50,1685300090744
e88da3699b9b4d59b1fb64aea2b36c83,loss,2702610.75,51,1685300107747
e88da3699b9b4d59b1fb64aea2b36c83,loss,2701598,52,1685300124715
e88da3699b9b4d59b1fb64aea2b36c83,loss,2701927.75,53,1685300141049
e88da3699b9b4d59b1fb64aea2b36c83,loss,2701515.75,54,1685300158151
e88da3699b9b4d59b1fb64aea2b36c83,loss,2701405,55,1685300174545
e88da3699b9b4d59b1fb64aea2b36c83,loss,2700964,56,1685300190960
e88da3699b9b4d59b1fb64aea2b36c83,loss,2699162.75,57,1685300207748
e88da3699b9b4d59b1fb64aea2b36c83,loss,2699665,58,1685300224561
e88da3699b9b4d59b1fb64aea2b36c83,loss,2698909.5,59,1685300240846
e88da3699b9b4d59b1fb64aea2b36c83,loss,2697522.5,60,1685300257485
e88da3699b9b4d59b1fb64aea2b36c83,loss,2698162,61,1685300274245
e88da3699b9b4d59b1fb64aea2b36c83,loss,2700656.75,62,1685300291515
e88da3699b9b4d59b1fb64aea2b36c83,loss,2696821,63,1685300308247
e88da3699b9b4d59b1fb64aea2b36c83,loss,2696667.75,64,1685300324478
e88da3699b9b4d59b1fb64aea2b36c83,loss,2696461.25,65,1685300340982
e88da3699b9b4d59b1fb64aea2b36c83,loss,2695258.25,66,1685300356917
e88da3699b9b4d59b1fb64aea2b36c83,loss,2694087.25,67,1685300373605
e88da3699b9b4d59b1fb64aea2b36c83,loss,2693455.75,68,1685300389888
e88da3699b9b4d59b1fb64aea2b36c83,loss,2693177,69,1685300406438
e88da3699b9b4d59b1fb64aea2b36c83,loss,2691820,70,1685300422523
e88da3699b9b4d59b1fb64aea2b36c83,loss,2691869,71,1685300438642
e88da3699b9b4d59b1fb64aea2b36c83,loss,2691955.25,72,1685300454116
e88da3699b9b4d59b1fb64aea2b36c83,loss,2690477,73,1685300470700
e88da3699b9b4d59b1fb64aea2b36c83,loss,2690498.75,74,1685300486064
e88da3699b9b4d59b1fb64aea2b36c83,loss,2689394.75,75,1685300502173
e88da3699b9b4d59b1fb64aea2b36c83,loss,2688713.5,76,1685300517798
e88da3699b9b4d59b1fb64aea2b36c83,loss,2688132.75,77,1685300533741
e88da3699b9b4d59b1fb64aea2b36c83,loss,2688060,78,1685300549518
e88da3699b9b4d59b1fb64aea2b36c83,loss,2686785,79,1685300565986
e88da3699b9b4d59b1fb64aea2b36c83,loss,2687383.75,80,1685300581803
e88da3699b9b4d59b1fb64aea2b36c83,loss,2686631.5,81,1685300597228
e88da3699b9b4d59b1fb64aea2b36c83,loss,2686803.5,82,1685300612991
e88da3699b9b4d59b1fb64aea2b36c83,loss,2686316.25,83,1685300631097
e88da3699b9b4d59b1fb64aea2b36c83,loss,2685498,84,1685300651504
e88da3699b9b4d59b1fb64aea2b36c83,loss,2684546,85,1685300671041
e88da3699b9b4d59b1fb64aea2b36c83,loss,2684757.75,86,1685300690726
e88da3699b9b4d59b1fb64aea2b36c83,loss,2685066.75,87,1685300710386
e88da3699b9b4d59b1fb64aea2b36c83,loss,2683980,88,1685300732125
e88da3699b9b4d59b1fb64aea2b36c83,loss,2684275.25,89,1685300752503
e88da3699b9b4d59b1fb64aea2b36c83,loss,2683188,90,1685300772561
e88da3699b9b4d59b1fb64aea2b36c83,loss,2682739.75,91,1685300792726
e88da3699b9b4d59b1fb64aea2b36c83,loss,2682069.25,92,1685300813089
e88da3699b9b4d59b1fb64aea2b36c83,loss,2680808.5,93,1685300832606
e88da3699b9b4d59b1fb64aea2b36c83,loss,2681240.5,94,1685300851666
e88da3699b9b4d59b1fb64aea2b36c83,loss,2681213,95,1685300873329
e88da3699b9b4d59b1fb64aea2b36c83,loss,2680867.25,96,1685300893817
e88da3699b9b4d59b1fb64aea2b36c83,loss,2680307.5,97,1685300913829
e88da3699b9b4d59b1fb64aea2b36c83,loss,2679125,98,1685300932952
e88da3699b9b4d59b1fb64aea2b36c83,loss,2678950,99,1685300952782
54bd0394bcbd468db399a95ee5f7da51,loss,2726768.25,0,1685297073592
54bd0394bcbd468db399a95ee5f7da51,loss,2703834,1,1685297093673
54bd0394bcbd468db399a95ee5f7da51,loss,2683075,2,1685297113243
54bd0394bcbd468db399a95ee5f7da51,loss,2664222.75,3,1685297132104
54bd0394bcbd468db399a95ee5f7da51,loss,2639203.5,4,1685297150990
54bd0394bcbd468db399a95ee5f7da51,loss,2615494.5,5,1685297170749
54bd0394bcbd468db399a95ee5f7da51,loss,2595037.5,6,1685297189808
54bd0394bcbd468db399a95ee5f7da51,loss,2578556.25,7,1685297208629
54bd0394bcbd468db399a95ee5f7da51,loss,2562871,8,1685297227543
54bd0394bcbd468db399a95ee5f7da51,loss,2547720.75,9,1685297247188
54bd0394bcbd468db399a95ee5f7da51,loss,2536119.75,10,1685297266482
54bd0394bcbd468db399a95ee5f7da51,loss,2523403.25,11,1685297285334
54bd0394bcbd468db399a95ee5f7da51,loss,2512114.5,12,1685297305704
54bd0394bcbd468db399a95ee5f7da51,loss,2502079.75,13,1685297325834
54bd0394bcbd468db399a95ee5f7da51,loss,2492036,14,1685297346412
54bd0394bcbd468db399a95ee5f7da51,loss,2481646,15,1685297365141
54bd0394bcbd468db399a95ee5f7da51,loss,2473655.75,16,1685297385660
54bd0394bcbd468db399a95ee5f7da51,loss,2464804.75,17,1685297405823
54bd0394bcbd468db399a95ee5f7da51,loss,2456466,18,1685297426119
54bd0394bcbd468db399a95ee5f7da51,loss,2448257.75,19,1685297445843
54bd0394bcbd468db399a95ee5f7da51,loss,2442155.75,20,1685297465712
54bd0394bcbd468db399a95ee5f7da51,loss,2433620.25,21,1685297486261
54bd0394bcbd468db399a95ee5f7da51,loss,2428737.75,22,1685297506518
54bd0394bcbd468db399a95ee5f7da51,loss,2420636.5,23,1685297526842
54bd0394bcbd468db399a95ee5f7da51,loss,2415009.5,24,1685297547069
54bd0394bcbd468db399a95ee5f7da51,loss,2409070.75,25,1685297568154
54bd0394bcbd468db399a95ee5f7da51,loss,2403850.5,26,1685297588169
54bd0394bcbd468db399a95ee5f7da51,loss,2397884.75,27,1685297607348
54bd0394bcbd468db399a95ee5f7da51,loss,2390605.75,28,1685297627544
54bd0394bcbd468db399a95ee5f7da51,loss,2386466.5,29,1685297647312
54bd0394bcbd468db399a95ee5f7da51,loss,2381563.25,30,1685297666651
54bd0394bcbd468db399a95ee5f7da51,loss,2376051.25,31,1685297686262
54bd0394bcbd468db399a95ee5f7da51,loss,2372232.25,32,1685297707316
54bd0394bcbd468db399a95ee5f7da51,loss,2366169,33,1685297727731
54bd0394bcbd468db399a95ee5f7da51,loss,2361723,34,1685297747029
54bd0394bcbd468db399a95ee5f7da51,loss,2357461.75,35,1685297767431
54bd0394bcbd468db399a95ee5f7da51,loss,2351706.25,36,1685297788931
54bd0394bcbd468db399a95ee5f7da51,loss,2348989,37,1685297808363
54bd0394bcbd468db399a95ee5f7da51,loss,2344254,38,1685297828012
54bd0394bcbd468db399a95ee5f7da51,loss,2339557.25,39,1685297849127
54bd0394bcbd468db399a95ee5f7da51,loss,2336271.5,40,1685297869184
54bd0394bcbd468db399a95ee5f7da51,loss,2332822,41,1685297889179
54bd0394bcbd468db399a95ee5f7da51,loss,2329050.25,42,1685297908698
54bd0394bcbd468db399a95ee5f7da51,loss,2324345,43,1685297936867
54bd0394bcbd468db399a95ee5f7da51,loss,2321285,44,1685297960820
54bd0394bcbd468db399a95ee5f7da51,loss,2318008,45,1685297983580
54bd0394bcbd468db399a95ee5f7da51,loss,2313566.75,46,1685298003481
54bd0394bcbd468db399a95ee5f7da51,loss,2310676,47,1685298023978
54bd0394bcbd468db399a95ee5f7da51,loss,2307807,48,1685298043869
54bd0394bcbd468db399a95ee5f7da51,loss,2305108.25,49,1685298063542
54bd0394bcbd468db399a95ee5f7da51,loss,2300599,50,1685298084202
54bd0394bcbd468db399a95ee5f7da51,loss,2298106.75,51,1685298104598
54bd0394bcbd468db399a95ee5f7da51,loss,2295221.75,52,1685298124124
54bd0394bcbd468db399a95ee5f7da51,loss,2291857,53,1685298143335
54bd0394bcbd468db399a95ee5f7da51,loss,2290303,54,1685298164410
54bd0394bcbd468db399a95ee5f7da51,loss,2284947.5,55,1685298185935
54bd0394bcbd468db399a95ee5f7da51,loss,2283848.25,56,1685298205083
54bd0394bcbd468db399a95ee5f7da51,loss,2281375.75,57,1685298224912
54bd0394bcbd468db399a95ee5f7da51,loss,2278455.25,58,1685298246255
54bd0394bcbd468db399a95ee5f7da51,loss,2276284,59,1685298265683
54bd0394bcbd468db399a95ee5f7da51,loss,2273019,60,1685298284582
54bd0394bcbd468db399a95ee5f7da51,loss,2270677.25,61,1685298304004
54bd0394bcbd468db399a95ee5f7da51,loss,2267761.75,62,1685298324480
54bd0394bcbd468db399a95ee5f7da51,loss,2266345,63,1685298345043
54bd0394bcbd468db399a95ee5f7da51,loss,2264646.75,64,1685298364193
54bd0394bcbd468db399a95ee5f7da51,loss,2262871.75,65,1685298383389
54bd0394bcbd468db399a95ee5f7da51,loss,2260264.75,66,1685298404127
54bd0394bcbd468db399a95ee5f7da51,loss,2257982,67,1685298425065
54bd0394bcbd468db399a95ee5f7da51,loss,2255441.75,68,1685298443715
54bd0394bcbd468db399a95ee5f7da51,loss,2253031.5,69,1685298464114
54bd0394bcbd468db399a95ee5f7da51,loss,2249803,70,1685298485235
54bd0394bcbd468db399a95ee5f7da51,loss,2248345.25,71,1685298504730
54bd0394bcbd468db399a95ee5f7da51,loss,2247000.75,72,1685298524040
54bd0394bcbd468db399a95ee5f7da51,loss,2245350.75,73,1685298545942
54bd0394bcbd468db399a95ee5f7da51,loss,2242861,74,1685298566437
54bd0394bcbd468db399a95ee5f7da51,loss,2239906.25,75,1685298584740
54bd0394bcbd468db399a95ee5f7da51,loss,2239144,76,1685298605471
54bd0394bcbd468db399a95ee5f7da51,loss,2236422.5,77,1685298626320
54bd0394bcbd468db399a95ee5f7da51,loss,2235345.75,78,1685298645619
54bd0394bcbd468db399a95ee5f7da51,loss,2233434,79,1685298665032
54bd0394bcbd468db399a95ee5f7da51,loss,2232461.25,80,1685298684727
54bd0394bcbd468db399a95ee5f7da51,loss,2229659.25,81,1685298705145
54bd0394bcbd468db399a95ee5f7da51,loss,2228191.5,82,1685298725555
54bd0394bcbd468db399a95ee5f7da51,loss,2225640,83,1685298745277
54bd0394bcbd468db399a95ee5f7da51,loss,2224175.5,84,1685298766020
54bd0394bcbd468db399a95ee5f7da51,loss,2221706.25,85,1685298787046
54bd0394bcbd468db399a95ee5f7da51,loss,2220895,86,1685298804648
54bd0394bcbd468db399a95ee5f7da51,loss,2218416.75,87,1685298821314
54bd0394bcbd468db399a95ee5f7da51,loss,2216390.25,88,1685298842027
54bd0394bcbd468db399a95ee5f7da51,loss,2216581,89,1685298863310
54bd0394bcbd468db399a95ee5f7da51,loss,2213008.75,90,1685298884618
54bd0394bcbd468db399a95ee5f7da51,loss,2211632.75,91,1685298903656
54bd0394bcbd468db399a95ee5f7da51,loss,2211076.25,92,1685298921203
54bd0394bcbd468db399a95ee5f7da51,loss,2208328,93,1685298942379
54bd0394bcbd468db399a95ee5f7da51,loss,2207027.75,94,1685298962470
54bd0394bcbd468db399a95ee5f7da51,loss,2205523.25,95,1685298981891
54bd0394bcbd468db399a95ee5f7da51,loss,2204343,96,1685299002897
54bd0394bcbd468db399a95ee5f7da51,loss,2202716.75,97,1685299023812
54bd0394bcbd468db399a95ee5f7da51,loss,2201029.5,98,1685299043817
54bd0394bcbd468db399a95ee5f7da51,loss,2200215.25,99,1685299064496
e74d2d87fe2d48a494fd1bf82170c273,loss,2739847.25,0,1685295064235
e74d2d87fe2d48a494fd1bf82170c273,loss,2734099.25,1,1685295082736
e74d2d87fe2d48a494fd1bf82170c273,loss,2729782.25,2,1685295101042
e74d2d87fe2d48a494fd1bf82170c273,loss,2725458.75,3,1685295119131
e74d2d87fe2d48a494fd1bf82170c273,loss,2719747.25,4,1685295138003
e74d2d87fe2d48a494fd1bf82170c273,loss,2711421.5,5,1685295157467
e74d2d87fe2d48a494fd1bf82170c273,loss,2702090.5,6,1685295177259
e74d2d87fe2d48a494fd1bf82170c273,loss,2691499,7,1685295196638
e74d2d87fe2d48a494fd1bf82170c273,loss,2681812.75,8,1685295217145
e74d2d87fe2d48a494fd1bf82170c273,loss,2671830.25,9,1685295237897
e74d2d87fe2d48a494fd1bf82170c273,loss,2663339.5,10,1685295257603
e74d2d87fe2d48a494fd1bf82170c273,loss,2655058,11,1685295277812
e74d2d87fe2d48a494fd1bf82170c273,loss,2647118.25,12,1685295298297
e74d2d87fe2d48a494fd1bf82170c273,loss,2640994.75,13,1685295343576
e74d2d87fe2d48a494fd1bf82170c273,loss,2634544.5,14,1685295363379
e74d2d87fe2d48a494fd1bf82170c273,loss,2627747.5,15,1685295384384
e74d2d87fe2d48a494fd1bf82170c273,loss,2622414,16,1685295404362
e74d2d87fe2d48a494fd1bf82170c273,loss,2616162.25,17,1685295424518
e74d2d87fe2d48a494fd1bf82170c273,loss,2610136.75,18,1685295443880
e74d2d87fe2d48a494fd1bf82170c273,loss,2605363.25,19,1685295464211
e74d2d87fe2d48a494fd1bf82170c273,loss,2599816,20,1685295483899
e74d2d87fe2d48a494fd1bf82170c273,loss,2596525.75,21,1685295502648
e74d2d87fe2d48a494fd1bf82170c273,loss,2592042.5,22,1685295522164
e74d2d87fe2d48a494fd1bf82170c273,loss,2588450.75,23,1685295541944
e74d2d87fe2d48a494fd1bf82170c273,loss,2582709,24,1685295561243
e74d2d87fe2d48a494fd1bf82170c273,loss,2580442.5,25,1685295580672
e74d2d87fe2d48a494fd1bf82170c273,loss,2575414.75,26,1685295599991
e74d2d87fe2d48a494fd1bf82170c273,loss,2571217.25,27,1685295618643
e74d2d87fe2d48a494fd1bf82170c273,loss,2567858.25,28,1685295637227
e74d2d87fe2d48a494fd1bf82170c273,loss,2564296.5,29,1685295655919
e74d2d87fe2d48a494fd1bf82170c273,loss,2561277.5,30,1685295675087
e74d2d87fe2d48a494fd1bf82170c273,loss,2557307.5,31,1685295694756
e74d2d87fe2d48a494fd1bf82170c273,loss,2554093,32,1685295717387
e74d2d87fe2d48a494fd1bf82170c273,loss,2551394,33,1685295739108
e74d2d87fe2d48a494fd1bf82170c273,loss,2549309.75,34,1685295757728
e74d2d87fe2d48a494fd1bf82170c273,loss,2546865,35,1685295776450
e74d2d87fe2d48a494fd1bf82170c273,loss,2543234.75,36,1685295796317
e74d2d87fe2d48a494fd1bf82170c273,loss,2539223.75,37,1685295814561
e74d2d87fe2d48a494fd1bf82170c273,loss,2538454.5,38,1685295831937
e74d2d87fe2d48a494fd1bf82170c273,loss,2535116.75,39,1685295849426
e74d2d87fe2d48a494fd1bf82170c273,loss,2532431,40,1685295867889
e74d2d87fe2d48a494fd1bf82170c273,loss,2530815,41,1685295888345
e74d2d87fe2d48a494fd1bf82170c273,loss,2528767.75,42,1685295907825
e74d2d87fe2d48a494fd1bf82170c273,loss,2527560.5,43,1685295925586
e74d2d87fe2d48a494fd1bf82170c273,loss,2522814.5,44,1685295943150
e74d2d87fe2d48a494fd1bf82170c273,loss,2521187.5,45,1685295960439
e74d2d87fe2d48a494fd1bf82170c273,loss,2518996.25,46,1685295978789
e74d2d87fe2d48a494fd1bf82170c273,loss,2518125.25,47,1685295998522
e74d2d87fe2d48a494fd1bf82170c273,loss,2514557,48,1685296017466
e74d2d87fe2d48a494fd1bf82170c273,loss,2512621.25,49,1685296036414
e74d2d87fe2d48a494fd1bf82170c273,loss,2510328.5,50,1685296055677
e74d2d87fe2d48a494fd1bf82170c273,loss,2508970.5,51,1685296074159
e74d2d87fe2d48a494fd1bf82170c273,loss,2507418,52,1685296092412
e74d2d87fe2d48a494fd1bf82170c273,loss,2504938.75,53,1685296110516
e74d2d87fe2d48a494fd1bf82170c273,loss,2502678.5,54,1685296129159
e74d2d87fe2d48a494fd1bf82170c273,loss,2502116.25,55,1685296148438
e74d2d87fe2d48a494fd1bf82170c273,loss,2500958.5,56,1685296167359
e74d2d87fe2d48a494fd1bf82170c273,loss,2499141,57,1685296185549
e74d2d87fe2d48a494fd1bf82170c273,loss,2496672.25,58,1685296204154
e74d2d87fe2d48a494fd1bf82170c273,loss,2495890,59,1685296222393
e74d2d87fe2d48a494fd1bf82170c273,loss,2494875,60,1685296239821
e74d2d87fe2d48a494fd1bf82170c273,loss,2494168.75,61,1685296258066
e74d2d87fe2d48a494fd1bf82170c273,loss,2491435,62,1685296276728
e74d2d87fe2d48a494fd1bf82170c273,loss,2489887.5,63,1685296297172
e74d2d87fe2d48a494fd1bf82170c273,loss,2486959.25,64,1685296317417
e74d2d87fe2d48a494fd1bf82170c273,loss,2487091,65,1685296337612
e74d2d87fe2d48a494fd1bf82170c273,loss,2487767,66,1685296358689
e74d2d87fe2d48a494fd1bf82170c273,loss,2484027.25,67,1685296380186
e74d2d87fe2d48a494fd1bf82170c273,loss,2482141.25,68,1685296400351
e74d2d87fe2d48a494fd1bf82170c273,loss,2483258,69,1685296420247
e74d2d87fe2d48a494fd1bf82170c273,loss,2482290,70,1685296438187
e74d2d87fe2d48a494fd1bf82170c273,loss,2480129.25,71,1685296456785
e74d2d87fe2d48a494fd1bf82170c273,loss,2480180.5,72,1685296475690
e74d2d87fe2d48a494fd1bf82170c273,loss,2476720.75,73,1685296494322
e74d2d87fe2d48a494fd1bf82170c273,loss,2478022.75,74,1685296512930
e74d2d87fe2d48a494fd1bf82170c273,loss,2474019.25,75,1685296531074
e74d2d87fe2d48a494fd1bf82170c273,loss,2476104.5,76,1685296549071
e74d2d87fe2d48a494fd1bf82170c273,loss,2475399,77,1685296566681
e74d2d87fe2d48a494fd1bf82170c273,loss,2475051.25,78,1685296584557
e74d2d87fe2d48a494fd1bf82170c273,loss,2471177,79,1685296603291
e74d2d87fe2d48a494fd1bf82170c273,loss,2471764.5,80,1685296621466
e74d2d87fe2d48a494fd1bf82170c273,loss,2470808.5,81,1685296639494
e74d2d87fe2d48a494fd1bf82170c273,loss,2470149.25,82,1685296657629
e74d2d87fe2d48a494fd1bf82170c273,loss,2469684,83,1685296676106
e74d2d87fe2d48a494fd1bf82170c273,loss,2469371.5,84,1685296694556
e74d2d87fe2d48a494fd1bf82170c273,loss,2466777.75,85,1685296712915
e74d2d87fe2d48a494fd1bf82170c273,loss,2465465.5,86,1685296731692
e74d2d87fe2d48a494fd1bf82170c273,loss,2467010.5,87,1685296749901
e74d2d87fe2d48a494fd1bf82170c273,loss,2466472,88,1685296768146
e74d2d87fe2d48a494fd1bf82170c273,loss,2465812.75,89,1685296786104
e74d2d87fe2d48a494fd1bf82170c273,loss,2466448,90,1685296804280
e74d2d87fe2d48a494fd1bf82170c273,loss,2464321.5,91,1685296822556
e74d2d87fe2d48a494fd1bf82170c273,loss,2463131.25,92,1685296840823
e74d2d87fe2d48a494fd1bf82170c273,loss,2463355.5,93,1685296859050
e74d2d87fe2d48a494fd1bf82170c273,loss,2460358.5,94,1685296877520
e74d2d87fe2d48a494fd1bf82170c273,loss,2460767,95,1685296895839
e74d2d87fe2d48a494fd1bf82170c273,loss,2462087.25,96,1685296914207
e74d2d87fe2d48a494fd1bf82170c273,loss,2461195.25,97,1685296931997
e74d2d87fe2d48a494fd1bf82170c273,loss,2459327.5,98,1685296950104
e74d2d87fe2d48a494fd1bf82170c273,loss,2459763.25,99,1685296968110
ff8bb6a7956d464ca77cf32be7adf88b,loss,2695908.25,0,1685293079742
ff8bb6a7956d464ca77cf32be7adf88b,loss,2563457.75,1,1685293107413
ff8bb6a7956d464ca77cf32be7adf88b,loss,2441821.25,2,1685293128122
ff8bb6a7956d464ca77cf32be7adf88b,loss,2352661.5,3,1685293147019
ff8bb6a7956d464ca77cf32be7adf88b,loss,2276490.5,4,1685293166024
ff8bb6a7956d464ca77cf32be7adf88b,loss,2213955.75,5,1685293185142
ff8bb6a7956d464ca77cf32be7adf88b,loss,2157890.75,6,1685293204187
ff8bb6a7956d464ca77cf32be7adf88b,loss,2111316.5,7,1685293222784
ff8bb6a7956d464ca77cf32be7adf88b,loss,2070131.125,8,1685293241283
ff8bb6a7956d464ca77cf32be7adf88b,loss,2034482.25,9,1685293259760
ff8bb6a7956d464ca77cf32be7adf88b,loss,2000821.875,10,1685293280594
ff8bb6a7956d464ca77cf32be7adf88b,loss,1970279.625,11,1685293301963
ff8bb6a7956d464ca77cf32be7adf88b,loss,1944494.5,12,1685293324443
ff8bb6a7956d464ca77cf32be7adf88b,loss,1917307.25,13,1685293345937
ff8bb6a7956d464ca77cf32be7adf88b,loss,1893654.5,14,1685293364536
ff8bb6a7956d464ca77cf32be7adf88b,loss,1870745.75,15,1685293385081
ff8bb6a7956d464ca77cf32be7adf88b,loss,1848726.375,16,1685293405420
ff8bb6a7956d464ca77cf32be7adf88b,loss,1825666.75,17,1685293426708
ff8bb6a7956d464ca77cf32be7adf88b,loss,1806843.375,18,1685293448295
ff8bb6a7956d464ca77cf32be7adf88b,loss,1788514.75,19,1685293469140
ff8bb6a7956d464ca77cf32be7adf88b,loss,1769903.5,20,1685293489588
ff8bb6a7956d464ca77cf32be7adf88b,loss,1750666.375,21,1685293509793
ff8bb6a7956d464ca77cf32be7adf88b,loss,1733776.125,22,1685293529141
ff8bb6a7956d464ca77cf32be7adf88b,loss,1718607,23,1685293547658
ff8bb6a7956d464ca77cf32be7adf88b,loss,1701706.625,24,1685293566127
ff8bb6a7956d464ca77cf32be7adf88b,loss,1686436.375,25,1685293584716
ff8bb6a7956d464ca77cf32be7adf88b,loss,1672720.75,26,1685293603214
ff8bb6a7956d464ca77cf32be7adf88b,loss,1657824.625,27,1685293621713
ff8bb6a7956d464ca77cf32be7adf88b,loss,1645631.5,28,1685293640124
ff8bb6a7956d464ca77cf32be7adf88b,loss,1632943.375,29,1685293658601
ff8bb6a7956d464ca77cf32be7adf88b,loss,1621426.875,30,1685293677069
ff8bb6a7956d464ca77cf32be7adf88b,loss,1609347,31,1685293695638
ff8bb6a7956d464ca77cf32be7adf88b,loss,1596924.125,32,1685293713954
ff8bb6a7956d464ca77cf32be7adf88b,loss,1586615.75,33,1685293732184
ff8bb6a7956d464ca77cf32be7adf88b,loss,1577011.5,34,1685293750554
ff8bb6a7956d464ca77cf32be7adf88b,loss,1566155,35,1685293768721
ff8bb6a7956d464ca77cf32be7adf88b,loss,1555976.125,36,1685293786852
ff8bb6a7956d464ca77cf32be7adf88b,loss,1546433.125,37,1685293806209
ff8bb6a7956d464ca77cf32be7adf88b,loss,1538082.75,38,1685293824203
ff8bb6a7956d464ca77cf32be7adf88b,loss,1528572.75,39,1685293842349
ff8bb6a7956d464ca77cf32be7adf88b,loss,1521607.125,40,1685293860454
ff8bb6a7956d464ca77cf32be7adf88b,loss,1512914.25,41,1685293878590
ff8bb6a7956d464ca77cf32be7adf88b,loss,1504160.75,42,1685293896573
ff8bb6a7956d464ca77cf32be7adf88b,loss,1497059.125,43,1685293914529
ff8bb6a7956d464ca77cf32be7adf88b,loss,1489183,44,1685293932623
ff8bb6a7956d464ca77cf32be7adf88b,loss,1484769.125,45,1685293952657
ff8bb6a7956d464ca77cf32be7adf88b,loss,1475412.5,46,1685293970895
ff8bb6a7956d464ca77cf32be7adf88b,loss,1466644.875,47,1685293988981
ff8bb6a7956d464ca77cf32be7adf88b,loss,1463265.5,48,1685294007138
ff8bb6a7956d464ca77cf32be7adf88b,loss,1452796.125,49,1685294025456
ff8bb6a7956d464ca77cf32be7adf88b,loss,1447324.75,50,1685294045191
ff8bb6a7956d464ca77cf32be7adf88b,loss,1443099.875,51,1685294063273
